text,label
It never not being fun to see Brock Lesnar kill people &amp; loving Heyman's promo with one problem #RAW,neg
Don't get derby tonight :'( Possibly get my man though so that makes it not so bad =],neg
"""Foo fighters last night. .. tonight I get to start a new book.  Rock and Roll , it's how I Roll  and @user gig on Friday!""",pos
Shawn will be attending the VMAS tomorrow! #confirmed,pos
The real evil are those who imposed a trade embargo over Cuba for 55yrs & watched as ppl suffered & vilified…,neg
"""C'mon, Kendrick, C'mon. He shot my heart with those lines.""",pos
@user Being Human. Is that the 23rd? If it is I am free for a London trip...if I\u2019m welcome as a guest. I\u2019ll bring cream eggs haha,pos
Can you believe tomorrow is opening night? Who's going to see Eric Church?? #ascend,pos
Cole &amp; Kendrick need to make that joint album! #Fire   Kendrick Lamar &amp; J. Cole - Black Friday,pos
Can you write me two tickets to the U2 concert at the garden Friday night? I love U2,pos
@user  @user You guys ROCKED tonight!!!   See you in Kentucky on Saturday!,pos
Smashing FIFA atm won the Capital One Cup\u002c1st in the league and in the finals of the F.A Cup and Champions League,pos
"Life is a Climb, but The View is Great. #ThankYouObama",pos
"""Captain Darren Sammy just announced Windies will be \""""""""playing for Runako Morton\"""""""" during 3rd ODI. \""""""""Tribute a great team man and brother\""""""""""",pos
Zac Brown may be one of the only few country singers that can make me cry #VoiceOfAnAngel,pos
May be late to the NCS thing\u002c I honestly haven\u2019t the foggiest where the central library is xD,neg
"""Love or hate, Ryan Braun is playing some fantastic baseball as of late. @user may be out of it, but it's not because of him. #justsaying""",pos
I have not seen a good 3rd quarter from the Sacramento Kings in forever.,neg
"Donald Trump for president...  Because if the GOP was going to be the butt of jokes anyway, they may as well embrace the roll.",neg
@user if I may make another suggestion. D.R.U.G.S. mixtape by Flatbush Zombies. I know it sounds weird af but trust me. #dopeness,pos
This may be best defense @user can put on the field. Of course it helps to have a 2x Gold Glove winner in David Wright at 3rd. #Mets,pos
"I managed to go through the entire weekend, including Labor Day, AND Tuesday, without seeing any #Cornhusker highlights. And @user ruined it.",pos
"""Lloyd Robertson's last newscast is tomorrow night.  The end of an amazing career. And honestly, the end of an era #thatsthekindofdayitsbeen""",pos
Jiujitsu tomorrow - then ufc 155 - it's gonna be a great day I can already tell,pos
So glad I\u2019m not going back to Woodlands tomorrow! Looking forward to Joseph Wright!,pos
I'm going to see magic Mike xxl (I think that's what it's called) this Tuesday with two friends (it's a movie with Channing Tatum &lt;3),pos
Goodluck Jonathan may have managed the fight against Boko Haram terribly (as did Yar'adua) but it wasn't deliberate,pos
@user BASIC NEEDS what part of this dont U understand. I just said communication may be EVENTUALLY important. Get a 10 euro Nokia,neg
Ghost Rider 2: Spirit Of Vengeance\u002c may just have enough nonsense to satisfy @user Statham-quotient.,neg
The only thing that will be getting me through tomorrow is the Sam Smith concert,pos
I'm ready for Saturday Kenan Stadium is going to be loud and proud for the Tarheels you ain't ready Elon #TarheelNation,pos
Republicans have created replacements for Soros/Clinton Nazi ObamaHealthcare but it would have never seen the...,neg
"""San Jose, Calif.-based eBay (NASDAQ:EBAY) announced the job cuts in a statement Monday morning. Most of the job eliminations would be fro...""",neg
@user but then I was like she may like Kpop so I take the chance and told her she was like : are they all CHINESE I dont like them,neg
"""It sucks that I'm not even excited for the #SPECTRE theme tune debuting tomorrow, if it is Sam Smith it will really dampen my excitement.""",neg
We hope you had great Thanksgiving! And if your out shopping today we hope your getting some…,pos
"""I knew that Escobar attacks 1st pitches, so there you go, hit this one.. Thor is a real life hero. #LGM""",pos
"Evidently @user huge 300% increase in followers, from 4 - 12k in just 3wks, is not organic.Did she buy…",neg
S/O to Ryan Braun for that 3 run shot in the 9th! I just won 1st place in both my Draft King's tournament. Turned 1.25 into 175$. Easyyyy.,pos
"@user 1/20th the pay of a typical CEO, nice.  Planned Parenthood still a non-profit.  Appendectomies kill appendixes.",neg
"""All I want for Christmas is licensing please August Alsina, Future, Kendrick Lamar, Miguel, Rick Ross , Lil Wayne...",pos
Wife kills Her Husband shortly after having Thanksgiving dinner,neg
5K votes per minute. We can get the 1st position again C'mon Monsters. We can do it.  #MTVStars Lady Gaga,pos
Jenson Button may be worrying about keeping his number one place in the McLaren team -,neg
This is a trending topic: Caitlyn Jenner may face manslaughter charge You cannot make this stuff up.,neg
"Link in bio - Come on The Walking Dead, get it together. #TheWalkingDead",pos
Can I just fast forward to the Ed Sheeran concert Saturday,pos
"if Muhammad Ali said it ,you better believe it..You dnt become the ""Greatest"" if you dnt believe..true Legend.",pos
Don\u2019t forget to see \u2019The Exorcist\u2019 at the Fox Theatre on Tuesday! There\u2019s nothing like seeing it on the big screen.,pos
Good enough for me. He told her to concede. And I thought. That is rushing it a bit. Same with Gore. Dems have to g…,pos
Enjoy your networking? Cocktails with Pandas or beers at Adelaide Oval on the agenda at #innovationgeneration,pos
@user Chuck Norris once stared at the sun for hours... the sun then blinked.,pos
I spoke too soon. Flight just cancelled. Looks like I\u2019m stranded in Calgary. I\u2019ll try again tomorrow am! Eek\u002c I hope I make it #IYCsask.,neg
Looking to expand my team with #younique #uk can join now and start selling November 1st. Younique's natural based products.,pos
@user Opposes the TPP because it will lead to more dubs,neg
Time to celebrate for Indian Liberals?,neg
Something is wrong with those people born at the end of march including myself and Lady Gaga,neg
"@user @user @user @user I'm GOD'S Voice! God says:""EU was converted into SATANIC Unions by godless LIBERALS:Tusk",neg
"""Super Eagles coach, Sunday Oliseh, has expressed his delight with the players from the domestic sce... #badotweet""",pos
Woeful start to the 3rd from Murray. Think this is lights out for him.,neg
"@user want to give him the death penalty,  let him die in jail",neg
"My boyfriend just took us to watch a film for our 5th date - it's been dinner, dinner, dinner, dinner, Batman... #jokes #poojokes #batman",pos
It's a Foo Fighters Friday on 933 The Wolf..  Fast Freddie has your chance to win tickets all afternoon. When you...,pos
and on the 7th day God blessed us with Justin Bieber,pos
"@user hi, when will you have show times for Jurassic World (3d)? Excited about Aug 27th!",pos
I've already DESTROYED your revision of what Tony Blair said &amp; provided a link. Tell me more about your expertise,neg
Tomorrow night we are starting some new programs!  Yoga session 1 starts at 5PM at the courcelle building and...,pos
Did anybody notice Jurassic World is currently the 3rd highest grossing film in domestic box office history? Damn...,pos
Zionism has made Israel one big prison. They don't realize they are the architects of their own demise.,neg
"@user What you think of Uruguay? i'll go to The Vamps show in May, im so excited.I love you bae. #AskTheVamps""",pos
"@user @user lmao, his words made her a hostage? Wow thats pathetic, maybe she should interview a real pow and grow the f up",neg
After what Jon Stewart did to John Cena he better show up to work on Monday.,neg
@user wuou Great Pack Cristiano Ronaldo in a pack is lucky 🍀,pos
Happy Friday! Two more weeks until Halloween! Have you seen this fun seasonal image from @user  #histology,pos
"""Been a little busy lately, just now getting to see Ant-Man. Oh and I'm a child! @ West 21st St. Warren",pos
Haha.... Mum gave me my work wage for tomorrow for Ticketek so that I don\u2019t go to work (if that made any sense) just to stay home. Thanks,pos
"""awww man, Great Yorkshire Show has got cancelled. @user what are we going to do tomorrow now?""",neg
Wow. Marcos had no VP during Martial Law\u002c but Enrile is the 2nd most powerful man in the Philippines then.,pos
#TheWalkingDead S7 is not very addictive.,neg
Are you coming to our Book Swap on Thursday night? You should\u002c it is fucking ace:,pos
if jenelle comes to the game tomorrow... I\u2019ll die #missherlots #itsbeentolong #mybaby,neg
wait for the island show tomorrow is Shawn gonna be doing his full set or just some songs,pos
Sore Loser Dems Already Demanding Govt Investigation into Trump Transition Team on Fox news 11/25/16: via,neg
Happy Birthday to the coolest golfer in Bali! @user !! :) may you become cooler and cooler everyday! Stay humble little sister! Xx,pos
A wall on the Mexican border could hurt 111 endangered species. Our report on @user impact on wildlife,neg
@user can next Friday please get here any faster? I need the rest of #Illinois on my iPod!,pos
"State + federal funds combined are about a third of Planned Parenthood funding, lets take back the 3rd it will help with the deficit. NOT..",neg
Move over Fracking @user @user @user @user,neg
Will never 4give Key 4 choosing Catholic priest 2 head euthanasia cmmttee & ensure debate never makes 2 Parl. Never seen cynicism like that.,neg
Aww love you Austin Rivers and happy to see you get start in 1st NBA game...but it\u2019s against my boys\u002c LETS GO SPURS! #Spurs #NBA,pos
"DTN USA: Lexus Takes the Wraps Off Its Mysterious Hoverboard: This Lexus hoverboard may not be the ""Back to th...",pos
"@user Kiryu is a VK band &amp; I will see them again in January as they're amazing live, but Juri is the VK guy or was actually...""",pos
@user If Kane doesn't find his Nov-Mar form again I think they could be in for a very bad season. Dier-Mason is the kind of...,neg
"""Today is My Birthday,the anniversary of the death of Elvis Presley and the birthday of Madonna,I wonder if I'll be famous...I=No Talent |=""",neg
"Absolutely crazy posters of Mikheil Saakashvili, recently resigned governor in #Odessa. Inspiration from deplorable…",neg
Come on @user Tempted to make my way across to Flushing Meadows on Wednesday if Murray comes back to win here! #USOpen,pos
"When Sarah Palin and Donald Trump speak for America, I think it may be time for a new revolution.",neg
The plan is to go to Disneyland tomorrow and wear either an ankle brace or my acl brace to get a front of the line pass #committed,pos
"""Cowboys are the 5th best team in the NFC behind Eagles, Packers, 49ers, Cardinals, &amp; Seahawks. I don't care if the beat them Sunday. #NFL""",pos
Overall...tonight reconfirmed my love for nicki and why I never went back to side bangs after 7th grade,pos
If you\u2019re an October baby\u002c then Happy Valentine\u2019s Day to your folks ... They have an annual memory,pos
when the 1st season of Naruto was airing the moment I stepped inside my classroom my friend and me would SCREAM about it for like 2 hours,pos
Exciting ang Sarah G Live this sunday with Anne Curtis\u002c Myrtle\u002c Melay\u002c Echo\u002c Jm de Guzman and Toni Gonzaga! =),pos
Harper's NEW AD I am WHO i am not perfect but depend on me for economy  Harper slip sliding down the polls-3rd We KNOW WHO YOU ARE scares US,neg
Fleetwood Mac are responsible for some of the best songs ever recorded. Come see them performed THIS SATURDAY by the World Turning Revue!,pos
It's Friday. We're having meatloaf. And the Royals are still going to the World Series! #notadream #goodstuff,pos
Sam Smith Found His Nirvana in Miami!: Sam Smith is all smiles as he goes for a stroll at the beach on Sunday ...,pos
No Knicks tonight\u002c This makes me upset enough that I haven\u2019t tweeted about it\u002c you know shits gotta be real smh Tomorrow night\u002c Knicks/Heat,neg
"""is here, may God bless u with happiness and joy. Happy Eid?""",pos
@user rumour has it Cupid has you on a piece of string ! Friday not sure Saturday rumours are funky town in gants hill the big V,pos
4D printing: Complex self-folding structures created with 3D printed shape memory polymers@Vimeo an,pos
Hear the real thing abt Congress frm CM of Karnataka! Siddu the 2nd Rahul Gandhi in line..O God save us from these 2,neg
The only time it is okay to discriminate towards Christians is with handing out presents on 25th December.  #refugeescrisis #auspol,pos
Am I the only one pumped for Jason Aldean tomorrow??,pos
You guys need a proven goal scorer ASAP & He fits the bill!! RT@onesimo25: Can Roman Abramovich please get us Falcao in Jan!!! @user,pos
So thankful for #TheExorcist & #ScreamQueens so please @user #RenewTheExorcist & #RenewScreamQueens,pos
"Each of the Trump appointees is awful, but in specific ways. Let's learn about Ben Carson's anti-affordable-housing…",neg
"""All Americans looking jobs, Obama has put illegals, Muslims, released criminals in front of the line. Vets may get attention after illegals""",neg
"Why in the name of Monsanto am I sitting @ home on Saturday night trolling for used RVs on Craigslist..oh yeah, I have no date. #FuckAllYall",neg
Is Michelle Obama and the sytycd crew dancing at the White House today cuz I may have to join,pos
Nice drive lead by Chris Evans and 2 pt. conversion good to make it 14-14 7:59 left in 3rd  @user @user via @user,pos
Monday I am writting CNN &amp; asking why they refuse to let Carly Fiorina on the main debate stage?,pos
@user That'd Definitely Be Trump.Googling What Does The President Do#StillWithHer #StrongerTogether #NotMyPresident #LoveTrumpsHate,neg
i'm going to listen to dashboard confessional now thanks may,pos
I\u2019d love to go for a pint with Jim White off SSN\u002c think he may have a bit about him,pos
"""Hey Bernie, be ready to be attacked by Chuck Toad tomorrow on MTP, and watch how he kisses John Kasich ass!""",neg
Since the US Russia et al. are bombing the shit out of Syria in the name of democracy how about Saudi Arabia?,neg
@user great read for a rainy Sat am. I always have mixed feelings about In the Upper Room. Ratmansky sounds interesting. Thank you.,pos
Dude...... I'm going to see FRANK OCEAN NEXT SATURDAY. IN 6 FREAKING DAYS. I'M LOSING MY SHIT RN,pos
Amm I seeing this right? Is trump really trying to fill his cabinet with the GOP picks he put out of the race...,neg
well I'm out dogs see u all Friday when I will send 90 tweets about garbage cheating trash Ryan Braun. Good night,neg
@user Curtis died 26 Dec 1999. What is it with Christmas and my musical heroes?!,neg
Tim Duncan still has a big presence with Spurs #gospursgo,pos
"""The #ChicagoWolves get right back to it tomorrow afternoon, hosting Iowa on Star Wars Day!   DETAILS:",pos
I was Saddened to hear of the death of Frank Gifford. I only saw him on Monday Night Football but he was great. He will be missed.,pos
"Going to Digi tomorrow, last time I was there it was a 2 man session (me and David) and we ended up in Powerhouse, which was certainly fun",pos
"""by tomorrow, my layout will hopefully consist of a selfie with Niall and otra fireworks fingers crossed people""",pos
the kim davis case is just a sample of what's coming  to gun owners when SCOTUS decides it wants to redefine the 2nd amend,neg
HOO BOY THAT WESTWORLD FINALE,pos
"I love the new pope, but c'mon only he's helping just 2 refugee families?",pos
Hannibal has been the most amazing show on NBC. I really hope they get a 4th season. Bryan Fuller is amazing #Hannibal #HannibalFinale,pos
Rumours have it that Fleetwood Mac may be playing at @user #inabudhabi,pos
Comedy Central made my night tonight,pos
Sunday let me clean the whole type of day and do absolutely nothing consists of Frank Ocean songs from A to Z,pos
"""Tia Sharp: cause of death may never be known- well they would have known it, had they found the body when they first searched her house.""",neg
"""\""""""""No you may not kick it.\""""""""  -Tribe Called Quest answering a text from Billy Cundiff""",neg
"""I liked a @user video Here Comes the Sun Lesson - Beatles, George Harrison""",pos
It's that time of year again!! The Plains and the smell of Saturday morning tailgates..it's Auburn football season!! #wareagle,pos
"Red Sox game I have tickets to tonight may get rained out, same with AC/DC concert tomorrow night. Somebody give me some good news...",neg
"With Apple Watch, wearable tech may start living up to the hype  #wearable #wearabletech",pos
"the irrational//emotional side of me wants to tweet out ""fossil fuels arent the only source of energy u uptight blonde bitch"" but thas rude",neg
Poetic justice may just be my favorite song...,pos
"Prof, what do you humanly think when prices of stuffs skyrocketed leaving behind the country's minimum wage? Corruption is imminent. @user",neg
Lovely- just received our complementary tickets to @user game @user v @user tomorrow.. Hoping for some goals.We go 0-3 Chelsea,pos
Thanks for all the great Google+ reviews so far!! Remember to write yours by September 22nd to be eligible to WIN...,pos
If I just got a justin Bieber cd tomorrow id be happy.,pos
"@user yes of cuz.. chris brown is working on his new album already and that's the 2nd single off the album after ""liquor""",pos
Well\u002c I haven\u2019t done any homework in the past hour\u002c BUT\u002c I do know the lyrics to #forevermore \u002c WYA and Nandito Ako by heart now. :),pos
I have to admit John Kasich may be the most competent person on the stage...,pos
Who all fuckin with twilight tonight ??,neg
@user ur solo masturbation scene in the twilight parody was so hot!!!!watched it when in 8th standard..now in college..memories,pos
Trina will be in N.O. Friday....I stop supporting her the day I found out she was in thibodaux at the showcase lol,neg
What will see tomorrow?? Mad face?? Bitter face?? Screw you people.. We've paid to see his happy smile!!,neg
Stop sucking our gas out of Australia #auspol #CSG #fracking,neg
Looking forward to inspiring the makeup artists of tomorrow with my Red Carpet workshop at @user in Liverpool as guest lecturer,pos
Sat for 3 hours in a restaurant to watch Rousey for 34 sec. &amp; I would do it again!!! #Rousey #BestFight @user @user,pos
Very promising results for effectiveness of homeopathy. Thanks for sharing.,pos
"""Merkel has gone mad! Merkel calls Germans """"vile"""" for protesting the 3rd world invasion of their country by Muslims""",neg
"""Why do I not remember seeing @user """"Bad Blood"""" when it 1st aired? Hilarious episode!""",pos
"@user @user Except on conservative issues (like Marcos burial/presid'l history), id say @user , Ka Paeng, & leftists in govt",neg
"@user @user not sure where you get all of that from. And even of some of those were true, that makes it okay to send hateful tweets",neg
"Looking forward to watching tomorrow now #joke #DeadlineDay""",pos
@user  Happy Birthday sweetheart. May all your days be special\u002c just like you. Love\u002c Grammy,pos
Sorry about Mac's passing but glad to hear Threshold is coming back with something solid.,pos
Saw straight out of Compton 3x this week. I can watch it again tomorrow and still be excited. Gain so much respect for Ice Cube,pos
hello fam I'm off work Friday sat &amp; sun so if there's a day all of us could get together all at the same time that would be gucci hmu,pos
"@user That's last weeks chart, this week's chart is coming tomorrow. They didn't post it today because of Labor Day.",neg
amazon: Listen to ad free music online with Amazon Here and sign up for free,pos
Anyone interested in camping tonight on the New River and swimming at Summersville tomorrow?,pos
Shouldn't Sarah Palin be putting her  little mind onto maters such as 'who is the baby daddy for my 4th grandbaby??,neg
#RudyGiuliani took $millions from #Hamas #terror-sponsor #Qatar - this alone is disqualifying for #SecState,neg
"@user @user I'm still using Vista on one &amp; Win-7 on another, Vista is a dinosaur, unfortunately I may use a free 10 with limits",neg
We are working hard to fix the motor so we can race for the 1st time at Eldora Speedway for The Kings Royal. Hope to see you there,pos
@user Donald Trump needs this idiot for his nomination to his cabinet what a joke,neg
"""I'm pisseeedddd that I missed Kid Cudi's show in Dallas, it was trending worldwide that night, &all Im hearing is positive reviews of lolla""",neg
"@user Rahul Gandhi is doing a march to airport to welcome the new tolerant,friendly and peaceful face of Congress Mr. Khurshid.""",pos
This time tomorrow\u002c @user and I will be well on our way to Starkville for a sick weekend...the USM game is going to be atrocious.,neg
Ruby can\u2019t even take me to breakfast tomorrow :/ he dropped Harold Washington .,neg
Evidently @user dramatic gain of about 1k followers in 9 days is not organicDid he buy fake followers?…,neg
The white supremacist using Trump? @user #NotMyPresident #Trump #Resist #MAGA @user @user #tcot #uniteblue,neg
"""Who killed Gaddafi dissident Ali Abuzeid? Why was the killer never brought to justice?""""Tony Blair sold my dad out""""",neg
"@user lol jk, Kane is too valuable. Teams would have to give up 1st liners for him. Dude was 2nd in scoring on the team.""",pos
You were created to #succeed. #DominatingYourMind #DYM @user #NBAwards,pos
I remember I was the only black kid in my class in 4th grade and we had a play about Bob Marley but I lost the lead role to a white girl lol,neg
On the beer in Cork tomorrow night then back to Waterford Saturday evenin and out for Ducks birthday.  Looking forward to the weekend #Booze,pos
"Why is the David Beckham so positive about the England team, we are shite if we don't hit 8/9 on Sat then that is disgraceful set of cretins",neg
From here on out I will no longer celebrate the pagan holiday of Thursday (Thor's Day),neg
We are getting ready for a great #Bollyfit Pro Day tomorrow with our instructors!,pos
"""Oct 17 WuLords performing live!! @ Frankie's in Squirrel Hill. if you love hip hop, you gotta be there! The Saga Continues...""",pos
@user and I are gonna cry throughout the entire Sam Smith concert on Monday.,pos
SPLC's Christian Killer gets 25 years but SPLC gets a pass,neg
"@user @user no, because he'll lose the U.S. title to John Cena tomorrow night..""",neg
RT @user Thanks Rachel for the love on Big Brother last night! Glad to entertain you on @user,pos
"""This Friday night at The Warehouse, Dowtown Shreveport, 9 PM. Irene and the Sleepers, Super Water Sympathy, and COWBOY MOUTH!! Be there! RT!""",pos
"@user 1st, islam is an ideologie and not a race, 2nd, It is a mono ideologie that rejects - destroys all the others! Wake up!""",neg
